query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Cluster_2144,511437.Lbuc_1192,2e-210,582.0,"COG0598@1|root,COG0598@2|Bacteria,1TPI8@1239|Firmicutes,4HE7S@91061|Bacilli,3F4B8@33958|Lactobacillaceae",91061|Bacilli,P,CorA-like Mg2+ transporter protein,-,-,-,-,-,-,-,-,-,-,-,-,CorA
Cluster_2146,60520.HR47_13595,3.18e-207,574.0,"COG3935@1|root,COG3935@2|Bacteria,1U6IF@1239|Firmicutes,4IGAS@91061|Bacilli,3F7Z7@33958|Lactobacillaceae",91061|Bacilli,L,DnaD domain protein,-,-,-,-,-,-,-,-,-,-,-,-,DnaB_2
Cluster_2147,1423806.JCM15457_1481,1.06e-124,365.0,"COG2113@1|root,COG2113@2|Bacteria,1TP82@1239|Firmicutes,4H9MM@91061|Bacilli,3F4B3@33958|Lactobacillaceae",91061|Bacilli,E,glycine betaine,gbuC,-,-,"ko:K02001,ko:K02002","ko02010,map02010",M00208,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.12,-,-,"BPD_transp_1,OpuAC"
Cluster_2148,1114972.AUAW01000004_gene333,1.7900000000000002e-105,317.0,"COG0604@1|root,COG0604@2|Bacteria,1VZMF@1239|Firmicutes,4HY0D@91061|Bacilli,3F5Z3@33958|Lactobacillaceae",91061|Bacilli,C,nadph quinone reductase,-,-,-,-,-,-,-,-,-,-,-,-,"ADH_zinc_N,ADH_zinc_N_2"
Cluster_2149,220668.lp_0800,4.43e-166,516.0,"COG3209@1|root,COG4886@1|root,COG3209@2|Bacteria,COG4886@2|Bacteria,1TT3P@1239|Firmicutes,4I28K@91061|Bacilli,3F4YY@33958|Lactobacillaceae",91061|Bacilli,M,Domain of unknown function (DUF5011),-,-,-,-,-,-,-,-,-,-,-,-,"Big_3,DUF285,Gram_pos_anchor"
Cluster_2150,220668.lp_2959,4e-205,568.0,"COG0697@1|root,COG0697@2|Bacteria,1TR6G@1239|Firmicutes,4HAMD@91061|Bacilli,3F423@33958|Lactobacillaceae",91061|Bacilli,EG,EamA-like transporter family,yicL,-,-,-,-,-,-,-,-,-,-,-,EamA
Cluster_2151,220668.lp_3502,1.21e-215,595.0,"COG0583@1|root,COG0583@2|Bacteria,1TRVX@1239|Firmicutes,4HFSV@91061|Bacilli,3F48I@33958|Lactobacillaceae",91061|Bacilli,K,"Transcriptional regulator, LysR family",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2152,1291743.LOSG293_080280,4.67e-156,445.0,"COG2267@1|root,COG2267@2|Bacteria,1U46W@1239|Firmicutes,4IDY6@91061|Bacilli,3F5ZW@33958|Lactobacillaceae",91061|Bacilli,E,Releases the N-terminal proline from various substrates,pepL,-,3.4.11.5,ko:K01259,"ko00330,map00330",-,R00135,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,Abhydrolase_1
Cluster_2153,1400520.LFAB_00445,2.38e-222,612.0,"COG1082@1|root,COG1082@2|Bacteria,1TPZ2@1239|Firmicutes,4HCIM@91061|Bacilli,3F5FP@33958|Lactobacillaceae",91061|Bacilli,G,"Catalyzes the dehydration of inosose (2-keto-myo- inositol, 2KMI or 2,4,6 3,5-pentahydroxycyclohexanone) to 3D- (3,5 4)-trihydroxycyclohexane-1,2-dione (D-2,3-diketo-4-deoxy-epi- inositol)",iolE,-,4.2.1.44,ko:K03335,"ko00562,ko01100,ko01120,map00562,map01100,map01120",-,"R02782,R05659","RC00782,RC01448","ko00000,ko00001,ko01000",-,-,-,AP_endonuc_2
Cluster_2154,60520.HR47_13595,2.9299999999999997e-189,528.0,"COG3935@1|root,COG3935@2|Bacteria,1U6IF@1239|Firmicutes,4IGAS@91061|Bacilli,3F7Z7@33958|Lactobacillaceae",91061|Bacilli,L,DnaD domain protein,-,-,-,-,-,-,-,-,-,-,-,-,DnaB_2
Cluster_2155,1136177.KCA1_0113,4.29e-200,556.0,"COG1518@1|root,COG1518@2|Bacteria,1TT0J@1239|Firmicutes,4HC5E@91061|Bacilli,3F3RW@33958|Lactobacillaceae",91061|Bacilli,L,"CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette",cas1,-,-,ko:K15342,-,-,-,-,"ko00000,ko02048,ko03400",-,-,-,Cas_Cas1
Cluster_2157,543734.LCABL_14270,2.03e-101,306.0,"COG0642@1|root,COG2205@2|Bacteria,1UZKD@1239|Firmicutes,4ITNE@91061|Bacilli,3FBXA@33958|Lactobacillaceae",91061|Bacilli,T,GHKL domain,-,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA"
Cluster_2158,220668.lp_0506,5.430000000000001e-200,555.0,"COG1760@1|root,COG1760@2|Bacteria,1TP79@1239|Firmicutes,4HAI1@91061|Bacilli,3F3X8@33958|Lactobacillaceae",91061|Bacilli,E,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit",sdaAA,-,4.3.1.17,ko:K01752,"ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230",-,"R00220,R00590","RC00331,RC02600","ko00000,ko00001,ko01000",-,-,-,SDH_alpha
Cluster_2159,220668.lp_2221,5.4000000000000005e-223,613.0,"COG0564@1|root,COG0564@2|Bacteria,1TS1T@1239|Firmicutes,4HBRY@91061|Bacilli,3F4AU@33958|Lactobacillaceae",91061|Bacilli,G,Responsible for synthesis of pseudouridine from uracil,yjbO,"GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360",5.4.99.23,ko:K06180,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,PseudoU_synth_2
Cluster_2160,220668.lp_0733,1.8800000000000002e-198,551.0,"COG0226@1|root,COG0226@2|Bacteria,1TQ5X@1239|Firmicutes,4HBEB@91061|Bacilli,3F4ER@33958|Lactobacillaceae",91061|Bacilli,P,Phosphate,pstS,"GO:0003674,GO:0005488,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0015698,GO:0042301,GO:0043167,GO:0043168,GO:0051179,GO:0051234",-,ko:K02040,"ko02010,ko02020,ko05152,map02010,map02020,map05152",M00222,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.7,-,-,PBP_like_2
Cluster_2161,220668.lp_0813,1.2100000000000001e-210,582.0,"COG0673@1|root,COG0673@2|Bacteria,1UZRV@1239|Firmicutes,4HEWB@91061|Bacilli,3F4BX@33958|Lactobacillaceae",91061|Bacilli,S,"Oxidoreductase family, NAD-binding Rossmann fold",ysjB,-,-,ko:K03810,-,-,-,-,ko00000,-,-,-,GFO_IDH_MocA
Cluster_2162,220668.lp_2942,1.2100000000000001e-210,582.0,"COG0583@1|root,COG0583@2|Bacteria,1TQ6Y@1239|Firmicutes,4HWQQ@91061|Bacilli,3F4CY@33958|Lactobacillaceae",91061|Bacilli,K,LysR substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2163,220668.lp_0332,5.809999999999999e-170,479.0,"COG0330@1|root,COG0330@2|Bacteria,1TPXU@1239|Firmicutes,4HGRC@91061|Bacilli,3F4HV@33958|Lactobacillaceae",91061|Bacilli,O,prohibitin homologues,hflC,-,-,ko:K04087,-,M00742,-,-,"ko00000,ko00002,ko01000",-,-,-,Band_7
Cluster_2164,220668.lp_2713,4.71e-208,576.0,"COG0702@1|root,COG0702@2|Bacteria,1V9EI@1239|Firmicutes,4HJCA@91061|Bacilli,3F607@33958|Lactobacillaceae",91061|Bacilli,GM,NmrA-like family,-,-,-,-,-,-,-,-,-,-,-,-,"NAD_binding_10,NmrA"
Cluster_2165,220668.lp_2653,2.7900000000000005e-200,556.0,"COG0564@1|root,COG0564@2|Bacteria,1TSM6@1239|Firmicutes,4HA7M@91061|Bacilli,3F50K@33958|Lactobacillaceae",91061|Bacilli,J,Responsible for synthesis of pseudouridine from uracil,rluA,"GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360","5.4.99.23,5.4.99.28,5.4.99.29","ko:K06177,ko:K06180",-,-,-,-,"ko00000,ko01000,ko03009,ko03016",-,-,-,PseudoU_synth_2
Cluster_2166,220668.lp_1116,6.230000000000001e-213,588.0,"COG0583@1|root,COG0583@2|Bacteria,1V5VW@1239|Firmicutes,4HHDY@91061|Bacilli,3F5D2@33958|Lactobacillaceae",91061|Bacilli,K,LysR family,mleR,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2168,1400520.LFAB_17360,6.41e-206,570.0,"COG1284@1|root,COG1284@2|Bacteria,1TR9J@1239|Firmicutes,4H9N6@91061|Bacilli,3FC4M@33958|Lactobacillaceae",91061|Bacilli,S,"Uncharacterised 5xTM membrane BCR, YitT family COG1284",XK27_10395,-,-,-,-,-,-,-,-,-,-,-,"DUF2179,YitT_membrane"
Cluster_2169,1114972.AUAW01000013_gene1002,1.84e-175,493.0,"COG1192@1|root,COG1192@2|Bacteria,1V1YN@1239|Firmicutes,4IQV7@91061|Bacilli,3FBJB@33958|Lactobacillaceae",91061|Bacilli,D,Cellulose biosynthesis protein BcsQ,-,-,-,-,-,-,-,-,-,-,-,-,AAA_31
Cluster_2170,1423806.JCM15457_562,2.8100000000000003e-116,344.0,"COG2513@1|root,COG2513@2|Bacteria,1TQVY@1239|Firmicutes,4HCDV@91061|Bacilli,3FB9Q@33958|Lactobacillaceae",91061|Bacilli,G,Isocitrate lyase family,-,-,-,-,-,-,-,-,-,-,-,-,PEP_mutase
Cluster_2171,220668.lp_2145,3.8799999999999996e-150,434.0,"2BCCC@1|root,325XR@2|Bacteria,1UFIP@1239|Firmicutes,4IESV@91061|Bacilli,3F3X6@33958|Lactobacillaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_2172,220668.lp_1954,1.77e-207,574.0,"COG1131@1|root,COG1131@2|Bacteria,1TP4J@1239|Firmicutes,4HBGH@91061|Bacilli,3F3YW@33958|Lactobacillaceae",91061|Bacilli,V,"ABC transporter, ATP-binding protein",-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
Cluster_2173,220668.lp_1965,2.03e-222,612.0,"COG0752@1|root,COG0752@2|Bacteria,1TPW8@1239|Firmicutes,4HBCF@91061|Bacilli,3F3T8@33958|Lactobacillaceae",91061|Bacilli,J,glycyl-tRNA synthetase alpha subunit,glyQ,-,6.1.1.14,ko:K01878,"ko00970,map00970",M00360,R03654,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_2e
Cluster_2174,220668.lp_0516,4.58e-194,540.0,"COG0501@1|root,COG0501@2|Bacteria,1TP23@1239|Firmicutes,4HB11@91061|Bacilli,3F40Z@33958|Lactobacillaceae",91061|Bacilli,O,Belongs to the peptidase M48B family,htpX,-,-,ko:K03799,-,M00743,-,-,"ko00000,ko00002,ko01000,ko01002",-,-,-,Peptidase_M48
Cluster_2175,220668.lp_2849,4.9399999999999995e-214,591.0,"COG4152@1|root,COG4152@2|Bacteria,1TR06@1239|Firmicutes,4H9RX@91061|Bacilli,3F4J8@33958|Lactobacillaceae",91061|Bacilli,S,"ABC transporter, ATP-binding protein",natA,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,DUF4162"
Cluster_2176,220668.lp_2804,7.53e-209,578.0,"COG0583@1|root,COG0583@2|Bacteria,1UZXK@1239|Firmicutes,4HUWT@91061|Bacilli,3F41Q@33958|Lactobacillaceae",91061|Bacilli,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2177,60520.HR47_13605,4.41e-191,533.0,"COG3723@1|root,COG3723@2|Bacteria,1V0QW@1239|Firmicutes,4HBS2@91061|Bacilli,3F47A@33958|Lactobacillaceae",91061|Bacilli,L,RecT family,-,-,-,ko:K07455,-,-,-,-,"ko00000,ko03400",-,-,-,RecT
Cluster_2178,220668.lp_1791,1.9799999999999998e-204,566.0,"COG1131@1|root,COG1131@2|Bacteria,1TP4J@1239|Firmicutes,4HBGH@91061|Bacilli,3F3YW@33958|Lactobacillaceae",91061|Bacilli,V,"ABC transporter, ATP-binding protein",-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
Cluster_2179,543734.LCABL_24750,5.94e-91,280.0,"COG1575@1|root,COG1575@2|Bacteria,1TSZV@1239|Firmicutes,4HA68@91061|Bacilli,3F6SN@33958|Lactobacillaceae",91061|Bacilli,M,UbiA prenyltransferase family,menA,-,2.5.1.74,ko:K02548,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00116,"R05617,R06858,R10757","RC02935,RC02936,RC03264","ko00000,ko00001,ko00002,ko01000,ko01006",-,-,-,UbiA
Cluster_2180,220668.lp_1484,1.46e-206,572.0,"COG0142@1|root,COG0142@2|Bacteria,1UFPZ@1239|Firmicutes,4IEVZ@91061|Bacilli,3F4NS@33958|Lactobacillaceae",91061|Bacilli,H,geranyltranstransferase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_2181,1545701.LACWKB10_1942,9.95e-80,251.0,"COG0583@1|root,COG0583@2|Bacteria,1TRVX@1239|Firmicutes,4HFSV@91061|Bacilli,3F48I@33958|Lactobacillaceae",91061|Bacilli,K,"Transcriptional regulator, LysR family",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2182,220668.lp_1452,8.56e-194,540.0,"COG0760@1|root,COG0760@2|Bacteria,1TX3R@1239|Firmicutes,4HC85@91061|Bacilli,3F45W@33958|Lactobacillaceae",91061|Bacilli,M,Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins,prsA,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564",5.2.1.8,"ko:K01802,ko:K07533",-,-,-,-,"ko00000,ko01000,ko03110",-,-,-,"Rotamase,Rotamase_2,Rotamase_3"
Cluster_2183,220668.lp_1620,2e-208,577.0,"COG1162@1|root,COG1162@2|Bacteria,1TPSQ@1239|Firmicutes,4HA9W@91061|Bacilli,3F3XH@33958|Lactobacillaceae",91061|Bacilli,S,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit",rsgA,-,3.1.3.100,ko:K06949,"ko00730,ko01100,map00730,map01100",-,"R00615,R02135","RC00002,RC00017","ko00000,ko00001,ko01000,ko03009",-,-,-,"RsgA_GTPase,RsgA_N"
Cluster_2184,220668.lp_1703,7.27e-211,583.0,"COG1597@1|root,COG1597@2|Bacteria,1V4PN@1239|Firmicutes,4HHJP@91061|Bacilli,3F3Z6@33958|Lactobacillaceae",91061|Bacilli,I,Diacylglycerol kinase catalytic domain,-,-,-,-,-,-,-,-,-,-,-,-,DAGK_cat
Cluster_2185,220668.lp_1976,1.6599999999999998e-216,597.0,"COG0648@1|root,COG0648@2|Bacteria,1TP1D@1239|Firmicutes,4HB4F@91061|Bacilli,3F42I@33958|Lactobacillaceae",91061|Bacilli,L,Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin,nfo,"GO:0003674,GO:0003824,GO:0003906,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360",3.1.21.2,ko:K01151,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,AP_endonuc_2
Cluster_2186,220668.lp_1251,6.769999999999999e-216,595.0,"COG1023@1|root,COG1023@2|Bacteria,1UHN4@1239|Firmicutes,4IS44@91061|Bacilli,3F4X7@33958|Lactobacillaceae",91061|Bacilli,G,Dehydrogenase,gntZ,-,"1.1.1.343,1.1.1.44",ko:K00033,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200","M00004,M00006","R01528,R10221","RC00001,RC00539","ko00000,ko00001,ko00002,ko01000",-,-,-,"6PGD,NAD_binding_2"
Cluster_2187,220668.lp_0441,3.45e-209,578.0,"COG1940@1|root,COG1940@2|Bacteria,1V20R@1239|Firmicutes,4HFXJ@91061|Bacilli,3F60F@33958|Lactobacillaceae",91061|Bacilli,GK,ROK family,-,-,-,-,-,-,-,-,-,-,-,-,ROK
Cluster_2188,220668.lp_0707,6.97e-209,578.0,"COG0313@1|root,COG0313@2|Bacteria,1TP6U@1239|Firmicutes,4HAH8@91061|Bacilli,3F4AI@33958|Lactobacillaceae",91061|Bacilli,H,Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA,rsmI,"GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360",2.1.1.198,ko:K07056,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,TP_methylase
Cluster_2189,220668.lp_3206,5.56e-215,593.0,"COG0583@1|root,COG0583@2|Bacteria,1TP9T@1239|Firmicutes,4HCXX@91061|Bacilli,3F4HW@33958|Lactobacillaceae",91061|Bacilli,K,LysR substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2190,220668.lp_2689,1.4100000000000001e-208,577.0,"COG0583@1|root,COG0583@2|Bacteria,1V5VW@1239|Firmicutes,4HHDY@91061|Bacilli,3F5D2@33958|Lactobacillaceae",91061|Bacilli,K,LysR family,mleR,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2191,220668.lp_2593,3.86e-206,571.0,"COG0328@1|root,COG3341@1|root,COG0328@2|Bacteria,COG3341@2|Bacteria,1V4A0@1239|Firmicutes,4HHJ9@91061|Bacilli,3F3RG@33958|Lactobacillaceae",91061|Bacilli,L,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,rnhA,-,3.1.26.4,ko:K03469,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,"Cauli_VI,RNase_H"
Cluster_2192,220668.lp_2534,1.64e-207,574.0,"COG1307@1|root,COG1307@2|Bacteria,1VUI4@1239|Firmicutes,4HVVF@91061|Bacilli,3F5VF@33958|Lactobacillaceae",91061|Bacilli,S,"Uncharacterised protein, DegV family COG1307",-,-,-,-,-,-,-,-,-,-,-,-,DegV
Cluster_2193,220668.lp_2342,9.489999999999999e-207,572.0,"COG1476@1|root,COG1476@2|Bacteria,1VMYH@1239|Firmicutes,4ISF0@91061|Bacilli,3F5QH@33958|Lactobacillaceae",91061|Bacilli,K,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_3,TPR_8"
Cluster_2194,220668.lp_2919,4.12e-226,621.0,"COG2267@1|root,COG2267@2|Bacteria,1UV2B@1239|Firmicutes,4IDY4@91061|Bacilli,3F62X@33958|Lactobacillaceae",91061|Bacilli,I,Releases the N-terminal proline from various substrates,-,-,3.4.11.5,ko:K01259,"ko00330,map00330",-,R00135,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,Abhydrolase_1
Cluster_2195,220668.lp_2408,1.38e-199,554.0,"2E9AZ@1|root,333IU@2|Bacteria,1VGQF@1239|Firmicutes,4HQBT@91061|Bacilli,3F5IA@33958|Lactobacillaceae",91061|Bacilli,S,Phage tail protein,-,-,-,-,-,-,-,-,-,-,-,-,Sipho_tail
Cluster_2196,220668.lp_1215,2.31e-98,298.0,"COG1216@1|root,COG1216@2|Bacteria,1V2KI@1239|Firmicutes,4IPXM@91061|Bacilli,3FBEH@33958|Lactobacillaceae",91061|Bacilli,S,Glycosyltransferase like family 2,cps3A,-,-,ko:K07011,-,-,-,-,ko00000,-,-,-,Glycos_transf_2
Cluster_2197,1123298.KB904094_gene292,3.06e-81,254.0,"COG0726@1|root,COG0726@2|Bacteria,1V47P@1239|Firmicutes,4HHJX@91061|Bacilli",91061|Bacilli,G,deacetylase,icaB,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",-,ko:K21478,-,-,R03096,RC00010,"ko00000,ko01000",-,-,-,Polysacc_deac_1
Cluster_2200,762051.LKI_03270,1.59e-117,347.0,"COG1396@1|root,COG1396@2|Bacteria,1V40H@1239|Firmicutes,4IPSY@91061|Bacilli",91061|Bacilli,K,Helix-turn-helix XRE-family like proteins,-,-,-,ko:K20373,"ko02024,map02024",-,-,-,"ko00000,ko00001,ko03000",-,-,-,HTH_3
Cluster_2201,220668.lp_1958,1.4200000000000002e-212,587.0,"COG1131@1|root,COG1131@2|Bacteria,1TS5Y@1239|Firmicutes,4HBUA@91061|Bacilli,3F4BF@33958|Lactobacillaceae",91061|Bacilli,V,"ABC transporter, ATP-binding protein",-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
Cluster_2202,220668.lp_1084,2.63e-208,576.0,"COG0169@1|root,COG0169@2|Bacteria,1TQRY@1239|Firmicutes,4HD4R@91061|Bacilli,3F4WM@33958|Lactobacillaceae",91061|Bacilli,E,"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)",aroE,"GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615",1.1.1.25,ko:K00014,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R02413,RC00206,"ko00000,ko00001,ko00002,ko01000",-,-,-,Shikimate_dh_N
Cluster_2203,220668.lp_3018,1.93e-210,582.0,"COG0803@1|root,COG0803@2|Bacteria,1V110@1239|Firmicutes,4HZ7G@91061|Bacilli,3FBJR@33958|Lactobacillaceae",91061|Bacilli,P,Belongs to the bacterial solute-binding protein 9 family,psaA,-,-,"ko:K02077,ko:K11707","ko02010,map02010","M00244,M00319",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.15,-,-,ZnuA
Cluster_2204,220668.lp_3108,3.07e-207,573.0,"COG0451@1|root,COG0451@2|Bacteria,1V0SH@1239|Firmicutes,4HPN7@91061|Bacilli",91061|Bacilli,GM,NmrA-like family,-,-,-,-,-,-,-,-,-,-,-,-,Epimerase
Cluster_2205,220668.lp_0326,4.35e-207,573.0,"COG1131@1|root,COG1131@2|Bacteria,1TPQW@1239|Firmicutes,4HA3P@91061|Bacilli,3FC3A@33958|Lactobacillaceae",91061|Bacilli,V,ABC transporter,-,-,-,"ko:K01990,ko:K16921","ko02010,map02010","M00254,M00584",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1,-,-,ABC_tran
Cluster_2206,220668.lp_0078,2.12e-195,543.0,"COG0697@1|root,COG0697@2|Bacteria,1V23Q@1239|Firmicutes,4HDPS@91061|Bacilli,3FBA3@33958|Lactobacillaceae",91061|Bacilli,EG,EamA-like transporter family,-,-,-,-,-,-,-,-,-,-,-,-,EamA
Cluster_2207,220668.lp_2520,2.4700000000000002e-222,612.0,"COG0791@1|root,COG0791@2|Bacteria,1TSZ0@1239|Firmicutes,4HBUM@91061|Bacilli,3F5GI@33958|Lactobacillaceae",91061|Bacilli,M,NlpC/P60 family,ykfC,-,3.4.14.13,ko:K20742,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,NLPC_P60
Cluster_2208,220668.lp_2262,1.4e-203,564.0,"COG0668@1|root,COG0668@2|Bacteria,1TR9Z@1239|Firmicutes,4HCB8@91061|Bacilli,3F49U@33958|Lactobacillaceae",91061|Bacilli,M,mechanosensitive ion channel,ykuT,"GO:0003674,GO:0005215,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004",-,"ko:K16052,ko:K22044",-,-,-,-,"ko00000,ko02000","1.A.23.3,1.A.23.4",-,-,MS_channel
