query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Cluster_2458,634500.EbC_10480,1.01e-193,539.0,"COG0583@1|root,COG0583@2|Bacteria,1RC9D@1224|Proteobacteria,1S020@1236|Gammaproteobacteria,3X81U@551|Erwinia",1236|Gammaproteobacteria,K,LysR substrate binding domain,-,-,-,ko:K03566,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"HTH_1,LysR_substrate"
Cluster_2459,634500.EbC_43860,2.1200000000000002e-179,503.0,"COG0657@1|root,COG0657@2|Bacteria,1N5QB@1224|Proteobacteria,1RS7Q@1236|Gammaproteobacteria,3X5NU@551|Erwinia",1236|Gammaproteobacteria,I,Alpha/beta hydrolase family,paeX,-,-,-,-,-,-,-,-,-,-,-,"Abhydrolase_3,Peptidase_S9"
Cluster_2460,634500.EbC_41500,9.99e-155,440.0,"COG0462@1|root,COG0462@2|Bacteria,1NYIF@1224|Proteobacteria,1S028@1236|Gammaproteobacteria",1236|Gammaproteobacteria,EF,Ribose-phosphate pyrophosphokinase,-,-,2.7.6.1,ko:K00948,"ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230",M00005,R01049,"RC00002,RC00078","ko00000,ko00001,ko00002,ko01000",-,-,-,"Pribosyl_synth,Pribosyltran,Pribosyltran_N"
Cluster_2461,634499.EpC_00370,1.1900000000000001e-169,478.0,"COG1187@1|root,COG1187@2|Bacteria,1MXQE@1224|Proteobacteria,1RMC7@1236|Gammaproteobacteria,3X5GR@551|Erwinia",1236|Gammaproteobacteria,J,Belongs to the pseudouridine synthase RsuA family,rluF,"GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360","5.4.99.19,5.4.99.21","ko:K06182,ko:K06183",-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"PseudoU_synth_2,S4"
Cluster_2462,465817.ETA_00330,2.7600000000000003e-163,462.0,"COG1295@1|root,COG1295@2|Bacteria,1QICW@1224|Proteobacteria,1RMKI@1236|Gammaproteobacteria,3X4RY@551|Erwinia",1236|Gammaproteobacteria,S,UPF0761 membrane protein,rbn,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K07058,-,-,-,-,ko00000,-,-,-,Virul_fac_BrkB
Cluster_2463,640513.Entas_0846,1.13e-152,435.0,"COG0010@1|root,COG0010@2|Bacteria,1MWZY@1224|Proteobacteria,1RS4R@1236|Gammaproteobacteria,3X3I2@547|Enterobacter",1236|Gammaproteobacteria,E,Belongs to the arginase family,-,-,3.5.3.1,ko:K01476,"ko00220,ko00330,ko01100,ko01110,ko01130,ko01230,ko05146,map00220,map00330,map01100,map01110,map01130,map01230,map05146","M00029,M00134",R00551,"RC00024,RC00329","ko00000,ko00001,ko00002,ko01000",-,-,-,Arginase
Cluster_2464,1484157.PSNIH2_06175,1.21e-187,523.0,"COG1352@1|root,COG1352@2|Bacteria,1MU6W@1224|Proteobacteria,1RMFK@1236|Gammaproteobacteria,3VXPW@53335|Pantoea",1236|Gammaproteobacteria,H,Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP,cheR,"GO:0006935,GO:0008150,GO:0009605,GO:0040011,GO:0042221,GO:0042330,GO:0050896",2.1.1.80,ko:K00575,"ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko01000,ko02035",-,-,-,"CheR,CheR_N"
Cluster_2465,371042.NG99_25220,4.290000000000001e-167,471.0,"COG1737@1|root,COG1737@2|Bacteria,1MV3U@1224|Proteobacteria,1RNC4@1236|Gammaproteobacteria,3X73Q@551|Erwinia",1236|Gammaproteobacteria,K,SIS domain,hexR,"GO:0000976,GO:0001067,GO:0001130,GO:0001131,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032991,GO:0032993,GO:0033554,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,ko:K19337,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_6,SIS"
Cluster_2466,634499.EpC_08440,4.01e-168,474.0,"COG0008@1|root,COG0008@2|Bacteria,1MUN7@1224|Proteobacteria,1RMYQ@1236|Gammaproteobacteria,3X4GD@551|Erwinia",1236|Gammaproteobacteria,J,"Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon",gluQ,"GO:0000166,GO:0002097,GO:0003674,GO:0005488,GO:0005524,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0008270,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363",-,ko:K01894,-,-,-,-,"ko00000,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1c
Cluster_2467,465817.ETA_02730,6.27e-204,566.0,"COG0042@1|root,COG0042@2|Bacteria,1MV5V@1224|Proteobacteria,1RMJP@1236|Gammaproteobacteria,3X4K0@551|Erwinia",1236|Gammaproteobacteria,H,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",dusB,"GO:0002943,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009314,GO:0009451,GO:0009628,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016627,GO:0017150,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0050896,GO:0055114,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360",-,ko:K05540,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Dus
Cluster_2468,465817.ETA_27170,1.1300000000000001e-155,442.0,"COG0491@1|root,COG0491@2|Bacteria,1NGQE@1224|Proteobacteria,1RMI3@1236|Gammaproteobacteria,3X7QC@551|Erwinia",1236|Gammaproteobacteria,S,Metallo-beta-lactamase superfamily,-,-,-,-,-,-,-,-,-,-,-,-,Lactamase_B
Cluster_2469,465817.ETA_22410,2.07e-169,477.0,"COG3662@1|root,COG3662@2|Bacteria,1R50Q@1224|Proteobacteria,1RQJN@1236|Gammaproteobacteria,3X5IA@551|Erwinia",1236|Gammaproteobacteria,S,protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,DUF2236
Cluster_2470,1267600.JFGT01000005_gene3141,1.15e-203,564.0,"COG0074@1|root,COG0074@2|Bacteria,1MUGA@1224|Proteobacteria,1RM7Y@1236|Gammaproteobacteria,3VY34@53335|Pantoea",1236|Gammaproteobacteria,C,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit",sucD,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009361,GO:0009987,GO:0016310,GO:0019538,GO:0032991,GO:0036211,GO:0042709,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0046777,GO:0071704,GO:1901564,GO:1902494",6.2.1.5,ko:K01902,"ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00173,M00374,M00620","R00405,R02404","RC00004,RC00014","ko00000,ko00001,ko00002,ko01000",-,-,iE2348C_1286.E2348C_0608,"CoA_binding,Ligase_CoA"
Cluster_2471,371042.NG99_10960,2.4100000000000003e-157,447.0,"COG0668@1|root,COG0668@2|Bacteria,1N596@1224|Proteobacteria,1RQZP@1236|Gammaproteobacteria,3X5QB@551|Erwinia",1236|Gammaproteobacteria,M,Small-conductance mechanosensitive channel,mscS,"GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008361,GO:0008381,GO:0009987,GO:0009992,GO:0015267,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022607,GO:0022803,GO:0022836,GO:0022857,GO:0030104,GO:0031224,GO:0031226,GO:0032535,GO:0034220,GO:0042592,GO:0042802,GO:0043933,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0048878,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055082,GO:0055085,GO:0065003,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066",-,ko:K03442,-,-,-,-,"ko00000,ko02000",1.A.23.2,-,-,"MS_channel,TM_helix"
Cluster_2472,634499.EpC_29890,1.3200000000000001e-160,457.0,"COG2805@1|root,COG2805@2|Bacteria,1MU3J@1224|Proteobacteria,1RN8G@1236|Gammaproteobacteria,3X5PG@551|Erwinia",1236|Gammaproteobacteria,NU,Type IV secretion-system coupling protein DNA-binding domain,pilT,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K02669,-,-,-,-,"ko00000,ko02035,ko02044",3.A.15.2,-,-,T2SSE
Cluster_2473,634500.EbC_27460,1.1400000000000001e-166,470.0,"COG3639@1|root,COG3639@2|Bacteria,1MW4F@1224|Proteobacteria,1RSR1@1236|Gammaproteobacteria,3X7FI@551|Erwinia",1236|Gammaproteobacteria,P,Phosphonate ABC transporter permease,phnE_2,-,-,ko:K02042,"ko02010,map02010",M00223,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.9,-,-,BPD_transp_1
Cluster_2474,465817.ETA_31040,1.26e-166,470.0,"COG0382@1|root,COG0382@2|Bacteria,1MV4Q@1224|Proteobacteria,1RMZ1@1236|Gammaproteobacteria,3X568@551|Erwinia",1236|Gammaproteobacteria,H,"Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate",ubiA,"GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008412,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016740,GO:0016765,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663",2.5.1.39,ko:K03179,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00117,"R05000,R05615","RC00209,RC02895","ko00000,ko00001,ko00002,ko01000,ko01006",-,-,iZ_1308.Z5639,UbiA
Cluster_2475,1117318.PRUB_16572,6.889999999999999e-89,273.0,"COG0846@1|root,COG0846@2|Bacteria,1RJ4Z@1224|Proteobacteria,1S645@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,SIR2-like domain,-,-,-,-,-,-,-,-,-,-,-,-,SIR2_2
Cluster_2476,465817.ETA_24670,2.88e-165,467.0,"2CAV0@1|root,2Z9HR@2|Bacteria,1R7A7@1224|Proteobacteria,1S05T@1236|Gammaproteobacteria,3X4DN@551|Erwinia",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_2477,634500.EbC_18640,1.23e-165,468.0,"COG0322@1|root,COG0322@2|Bacteria,1QU1K@1224|Proteobacteria,1RMJM@1236|Gammaproteobacteria,3X60B@551|Erwinia",1236|Gammaproteobacteria,L,Excinuclease cho,cho,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009380,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016787,GO:0016788,GO:0031668,GO:0032991,GO:0033554,GO:0033683,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1902494,GO:1905347,GO:1905348,GO:1990391",-,ko:K05984,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,GIY-YIG
Cluster_2478,1216966.BAUC01000052_gene1749,8.7e-53,181.0,"COG2207@1|root,COG3708@1|root,COG2207@2|Bacteria,COG3708@2|Bacteria,1MWTF@1224|Proteobacteria,1RQMF@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,Binds to the right arm of the replication origin oriC,rob,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009438,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019172,GO:0019243,GO:0019249,GO:0019752,GO:0032787,GO:0042180,GO:0042182,GO:0043436,GO:0043565,GO:0044237,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046394,GO:0051596,GO:0061727,GO:0071704,GO:0072330,GO:0097159,GO:1901363,GO:1901575,GO:1901576,GO:1901615,GO:1901617",-,"ko:K05804,ko:K13652,ko:K13653",-,"M00647,M00767",-,-,"ko00000,ko00002,ko03000,ko03036",-,-,-,"Cass2,GyrI-like,HTH_18"
Cluster_2479,634499.EpC_33980,6.9e-200,554.0,"COG3954@1|root,COG3954@2|Bacteria,1MWN9@1224|Proteobacteria,1RMS7@1236|Gammaproteobacteria,3X4S4@551|Erwinia",1236|Gammaproteobacteria,C,Phosphoribulokinase,prkB,"GO:0003674,GO:0003824,GO:0004849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009224,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043094,GO:0043097,GO:0043174,GO:0043771,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046035,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",2.7.1.19,ko:K00855,"ko00710,ko01100,ko01120,ko01200,map00710,map01100,map01120,map01200","M00165,M00166",R01523,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,PRK
Cluster_2480,1286170.RORB6_22410,5.23e-05,52.4,"28I77@1|root,2Z8A2@2|Bacteria,1R62W@1224|Proteobacteria,1S1AI@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,mrfJ,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_2481,465817.ETA_34760,1.49e-194,541.0,"COG0224@1|root,COG0224@2|Bacteria,1MU28@1224|Proteobacteria,1RNWJ@1236|Gammaproteobacteria,3X58K@551|Erwinia",1236|Gammaproteobacteria,C,Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex,atpG,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0036442,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045260,GO:0045261,GO:0045262,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0046961,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",-,ko:K02115,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,"iSSON_1240.SSON_3886,iYL1228.KPN_04138",ATP-synt
Cluster_2483,634500.EbC_23520,5.5900000000000005e-192,534.0,"COG1024@1|root,COG1024@2|Bacteria,1MUD7@1224|Proteobacteria,1RSI6@1236|Gammaproteobacteria,3X7K7@551|Erwinia",1236|Gammaproteobacteria,I,Enoyl-CoA hydratase/isomerase,rpfF,-,-,ko:K13816,"ko02020,ko02024,map02020,map02024",-,-,-,"ko00000,ko00001",-,-,-,ECH_1
Cluster_2484,634499.EpC_05480,1.28e-192,536.0,"COG0313@1|root,COG0313@2|Bacteria,1MU0E@1224|Proteobacteria,1RM7U@1236|Gammaproteobacteria,3X53D@551|Erwinia",1236|Gammaproteobacteria,H,Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA,rsmI,"GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070677,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.198,ko:K07056,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,TP_methylase
Cluster_2485,465817.ETA_12790,1.0399999999999999e-176,496.0,"COG0583@1|root,COG0583@2|Bacteria,1MWVU@1224|Proteobacteria,1RPT8@1236|Gammaproteobacteria,3X5NN@551|Erwinia",1236|Gammaproteobacteria,K,Transcriptional regulator,yeiE,"GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
Cluster_2486,465817.ETA_02740,3.35e-194,540.0,"COG2264@1|root,COG2264@2|Bacteria,1MUPC@1224|Proteobacteria,1RNAR@1236|Gammaproteobacteria,3X60M@551|Erwinia",1236|Gammaproteobacteria,J,Ribosomal protein L11 methyltransferase,prmA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006479,GO:0006480,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009987,GO:0016278,GO:0016279,GO:0016740,GO:0016741,GO:0018011,GO:0018012,GO:0018022,GO:0018023,GO:0018193,GO:0018194,GO:0018205,GO:0019538,GO:0031365,GO:0032259,GO:0036211,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564",-,ko:K02687,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,PrmA
Cluster_2487,634500.EbC_11280,1.04e-189,528.0,"COG0190@1|root,COG0190@2|Bacteria,1MWU4@1224|Proteobacteria,1RNSW@1236|Gammaproteobacteria,3X62Y@551|Erwinia",1236|Gammaproteobacteria,F,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",folD,"GO:0003674,GO:0003824,GO:0004477,GO:0004486,GO:0004488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0019238,GO:0019752,GO:0034641,GO:0042558,GO:0043436,GO:0043603,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0055114,GO:0071704,GO:1901360,GO:1901564","1.5.1.5,3.5.4.9",ko:K01491,"ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200","M00140,M00377","R01220,R01655","RC00202,RC00578","ko00000,ko00001,ko00002,ko01000",-,-,iSDY_1059.SDY_0281,"THF_DHG_CYH,THF_DHG_CYH_C"
Cluster_2488,634499.EpC_00700,1.46e-184,515.0,"COG1561@1|root,COG1561@2|Bacteria,1MWRA@1224|Proteobacteria,1RMAB@1236|Gammaproteobacteria,3X4I5@551|Erwinia",1236|Gammaproteobacteria,S,Domain of unknown function (DUF1732),yicC,"GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009022,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016072,GO:0016075,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019439,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140098,GO:0140101,GO:1901360,GO:1901361,GO:1901575",-,-,-,-,-,-,-,-,-,-,"DUF1732,YicC_N"
Cluster_2489,1510531.JQJJ01000009_gene569,2.77e-138,398.0,"COG0697@1|root,COG0697@2|Bacteria,1MVHN@1224|Proteobacteria,2TRCU@28211|Alphaproteobacteria,3JVKC@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,EG,EamA-like transporter family,ydeK,-,-,-,-,-,-,-,-,-,-,-,EamA
Cluster_2490,634500.EbC_06520,1.7399999999999998e-146,419.0,"COG3711@1|root,COG3711@2|Bacteria,1NHN8@1224|Proteobacteria,1RR9W@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,antiterminator,bglG,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0097159,GO:1901363",-,ko:K03488,-,-,-,-,"ko00000,ko03000",-,-,-,"CAT_RBD,PRD"
