,tc_code,domain,kingdom_phylum,des_short,des_long,dir,tcat,cot,rev,chebi,bigg,rid,rstrings
3753,2.A.6.5.7,Bacteria,Actinomycetota,"Siderophore export transporter, MmpL4 (Wells et al","Siderophore export transporter, MmpL4 (Wells et al. 2013).  Functions with MmpS4 (TC#8.A.35.1.1) which is essential for transport activity.  MmpL4/MmpS4 and MmpL5/MmpS5 (TC# 2.A.6.5.8 and TC# 8.A.35.1.2, respectively) are two siderophore exporters that overlap in function (Wells et al. 2013).  The M. abscessus, subspecies bolletii orthologue (TC# 2.A.6.5.12), of 959 aas, is 65% identical to M. tuberculosis MmpL4 and affects the rough vs smooth phenotype of the cell envelope (Bernut et al. 2016).",{'secretion'},sym,['h'],-->,{'26672': 'siderophore'},{'26672': set()},R_2_A_6_5_7,{'26672': set()}
3754,2.A.6.5.8,Bacteria,Actinomycetota,"Siderophore exporter, MmpL5","Siderophore exporter, MmpL5.  Functions with MmpS5, and both proteins are essential for transport activitiy (Wells et al. 2013). Together with MmpS5, it also pumps drugs out of the cell, and upregulation gives rise to drug resistance (Briffotaux et al. 2017).",{'secretion'},sym,['h'],-->,{'26672': 'siderophore'},{'26672': set()},R_2_A_6_5_8,{'26672': set()}
3755,2.A.6.5.9,Bacteria,Bacillota,The MmpL-like protein of 1138 aas (sequence similarity is observed only in the hydrophilic extracytoplasmic regions of both proteins (residues 452-665 in PIP),The MmpL-like protein of 1138 aas (sequence similarity is observed only in the hydrophilic extracytoplasmic regions of both proteins (residues 452-665 in PIP),{'uptake'},sym,['h'],-->,{},{},R_2_A_6_5_9,{}
3756,2.A.6.5.10,Bacteria,Actinomycetota,"Multidrug resistance protein, CmpL1, of 772 aas and 12 TMSs","Multidrug resistance protein, CmpL1, of 772 aas and 12 TMSs. Mutants are hypersusceptible to multiple antibiotics, have growth deficiencies 
in minimal medium and accumulate intracellular trehalose 
monocorynomycolates, free corynomycolates, and a previously 
uncharacterized corynomycolate-containing lipid.  It is inferred that this transporter exports one or more of these lipids.  Evidence for a pmf-dependent mechanism was obtained (Yang et al. 2014).",{'secretion'},sym,['h'],-->,{'23888': 'drug'},{'23888': set()},R_2_A_6_5_10,{'23888': set()}
3757,2.A.6.5.11,Bacteria,Actinomycetota,CmpL4 of 801 aas and 12 TMSs,"CmpL4 of 801 aas and 12 TMSs.  Multidrug resistance protein of 801 aas and 12 TMSs. Mutants are 
hypersusceptible to multiple antibiotics, have growth deficiencies 
in minimal medium and accumulate intracellular trehalose 
monocorynomycolates, free corynomycolates, and a previously 
uncharacterized corynomycolate-containing lipid.  It is inferred that 
this transporter exports one or more of these lipids.  Evidence for a 
pmf-dependent mechanism was obtained (Yang et al. 2014).",{'uptake'},sym,['h'],-->,{'23888': 'drug'},{'23888': set()},R_2_A_6_5_11,{'23888': set()}
3758,2.A.6.5.12,Bacteria,Actinomycetota,MmpL4a of 959 aas and 12 TMSs,"MmpL4a of 959 aas and 12 TMSs.  A rough morphotype has a Y842H mutation that causes a deficiency in
glycopeptidolipid production and a gain in the capacity to produce cords
in vitro. In zebrafish, increased virulence of the M. bolletii R variant over the parental S strain
was noted, involving massive production of serpentine cords, abscess formation and rapid larval
death. Tyr842 is conserved in several MmpL proteins (Bernut et al. 2016).",{'uptake'},sym,['h'],-->,{},{},R_2_A_6_5_12,{}
3759,2.A.6.5.13,Bacteria,Actinomycetota,"Lipid (acyl and diacyl trehalose) exporter of 1002 aas and 12 TMSs, MmpL10 (Bailo et al","Lipid (acyl and diacyl trehalose) exporter of 1002 aas and 12 TMSs, MmpL10 (Bailo et al. 2015). A 12 TMS topology has been determined (Belardinelli and Jackson 2017).",{'secretion'},sym,['h'],-->,"{'62545': 'acyl alpha,alpha-trehalose'}",{'62545': set()},R_2_A_6_5_13,{'62545': set()}
3760,2.A.6.5.15,Bacteria,Bacillota,"Fatty acid efflux MMPL transporter, FarE, of 829 aas and 12 TMSs in a 1 + 3 + 2 + 1 + 3 + 2 TMS arrangement (Malwal and Oldfield 2021)","Fatty acid efflux MMPL transporter, FarE, of 829 aas and 12 TMSs in a 1 + 3 + 2 + 1 + 3 + 2 TMS arrangement (Malwal and Oldfield 2021). FarE has the same set of ""active-site"" residues as those found in the mycobacterial MmpL3s (TC# 2.A.6.5.6), and in the homolog from Trypanosoma cruzi (TC# 2.A.6.5.16).",{'secretion'},sym,['h'],-->,{'24024': 'fatty acid'},{'24024': set()},R_2_A_6_5_15,{'24024': set()}
3761,2.A.6.6.11,Bacteria,Bdellovibrionota,3-hydroxy-3-methylglutaryl (HMG)-coenzyme A reductase of 438 aas and 1 or 0 TMSs,3-hydroxy-3-methylglutaryl (HMG)-coenzyme A reductase of 438 aas and 1 or 0 TMSs. This protein resembles other HMG-CoA reductases which have N-terminal TMSs that show sequence similarity to RND transporters.,{'uptake'},sym,['h'],-->,{'10545': 'electron'},{'10545': set()},R_2_A_6_6_11,{'10545': set()}
3762,2.A.6.7.3,Bacteria,Myxococcota,Bacterial HAE3 family member,Bacterial HAE3 family member,{'uptake'},sym,['h'],-->,{},{},R_2_A_6_7_3,{}
3763,2.A.6.7.4,Bacteria,Myxococcota,Bacterial HAE3 family member,Bacterial HAE3 family member,{'uptake'},sym,['h'],-->,{},{},R_2_A_6_7_4,{}
3764,2.A.6.7.5,Bacteria,Pseudomonadota,"Hopanoid biosynthesis associated RND transporter like protein, HpnN","Hopanoid biosynthesis associated RND transporter like protein, HpnN.  Required for hopanoid localization to the outer membrane (Doughty et al. 2011).",{'uptake'},sym,['h'],-->,{'5761': 'hopanoid'},{'5761': set()},R_2_A_6_7_5,{'5761': set()}
3765,2.A.6.7.6,Bacteria,Planctomycetota,Putative RND lipid exporter,Putative RND lipid exporter,{'secretion'},sym,['h'],-->,{'6486': 'lipid'},{'6486': set()},R_2_A_6_7_6,{'6486': set()}
3766,2.A.6.7.7,Bacteria,Spirochaetota,Putative lipid exporter of 797 aas and 12 TMSs.,Putative lipid exporter of 797 aas and 12 TMSs.,{'secretion'},sym,['h'],-->,{'6486': 'lipid'},{'6486': set()},R_2_A_6_7_7,{'6486': set()}
3767,2.A.6.7.8,Bacteria,Pseudomonadota,"Hopanoid biosynthesis associated RND transporter like protein, HpnN of 877 aas and 12 TMSs","Hopanoid biosynthesis associated RND transporter like protein, HpnN of 877 aas and 12 TMSs. Hopanoid biosynthesis is one of the major mechanisms involved in multiple antimicrobial resistance of Bcc pathogens. The hpnN gene of B. multivorans encodes an integral membrane protein of the HpnN family of transporters, which is responsible for shuttling hopanoids to
 the outer membrane. Kumar et al. 2017 reported crystal structures of B. multivorans HpnN,
 revealing a dimeric molecule with an overall butterfly shape. Each 
subunit of the transporter contains 12 transmembrane helices and two 
periplasmic loops that suggest a plausible pathway for substrate 
transport. Further analyses indicated that HpnN is capable of shuttling hopanoid virulence factors from the outer leaflet of the inner membrane to the periplasm (Kumar et al. 2017).",{'uptake'},sym,['h'],-->,{'24620': 'hopanoid'},{'24620': set()},R_2_A_6_7_8,{'24620': set()}
3768,2.A.6.7.9,Bacteria,Thermotogota,Uncharacterized MMLP family protein of 772 aas and 12 TMSs.,Uncharacterized MMLP family protein of 772 aas and 12 TMSs.,{'uptake'},sym,['h'],-->,{},{},R_2_A_6_7_9,{}
3769,2.A.6.7.10,Bacteria,Pseudomonadota,Putative exporter for the products of long chain alkane degradation (Gregson et al,Putative exporter for the products of long chain alkane degradation (Gregson et al. 2018).,{'secretion'},sym,['h'],-->,{},{},R_2_A_6_7_10,{}
3770,2.A.6.8.1,Bacteria,Pseudomonadota,"Xanthomonadin (brominated, aryl polyene pigment)  exporter (to its outer membrane site), ORF4 of 788 aas and 12 TMSs (Goel et al","Xanthomonadin (brominated, aryl polyene pigment)  exporter (to its outer membrane site), ORF4 of 788 aas and 12 TMSs (Goel et al. 2002). This aryl polyene pigment exporter is unusual in having relatively short external loops (Nikaido 2018).",{'secretion'},sym,['h'],-->,{},{},R_2_A_6_8_1,{}
3771,2.A.6.8.2,Bacteria,Pseudomonadota,RND transporter,"RND transporter.  Encoded in a 17 cistron operon that appears in pathogenic proteobacteria including pathogenic E. coli strains, but not non-pathogenic E. coli strains like K12.  May be involved in host associations (EE Allen, personal communication)",{'uptake'},sym,['h'],-->,{},{},R_2_A_6_8_2,{}
3772,2.A.6.8.3,Bacteria,Bacteroidota,"RND superfamily, MMLP family transporter of 1126 aas in a 1 + 5 + 1 +5 + 1 TMS arrangement, followed by a hydrophilic domain, possibly with additional TMSs","RND superfamily, MMLP family transporter of 1126 aas in a 1 + 5 + 1 +5 + 1 TMS arrangement, followed by a hydrophilic domain, possibly with additional TMSs. This last domain may be a glycerol acyltransferase, based on NCBI annotations, suggesting that the RND transporter could be an exporter for an acylated lipid. This fusion of an RND porter to this domain is common in Bacteroidetes and Flavobacteria.",{'uptake'},sym,['h'],-->,{},{},R_2_A_6_8_3,{}
3773,2.A.6.8.4,Bacteria,Campylobacterota,Uncharacterized MMLP family protein of 742 aas and 12 TMSs.,Uncharacterized MMLP family protein of 742 aas and 12 TMSs.,{'uptake'},sym,['h'],-->,{},{},R_2_A_6_8_4,{}
3774,2.A.7.1.1,Bacteria,Bacillota,"Small multidrug efflux pump, Smr (QacC, QacD, Ebr)","Small multidrug efflux pump, Smr (QacC, QacD, Ebr).  Substrates: (1) aromatic dyes (e.g., ethidium bromide), (2) quaternary amines (e.g., the disinfectant benzalkonium) and (3) derivatives of tetraphenylphosphonium (TPP) (Fuentes et al. 2005). Unassembled monomers of the SMR family exist in a dynamic equilibrium where the N-terminal TMS flips in and out of the membrane, with rates that depend on dimerization and the polypeptide sequence (Seurig et al. 2019). Additional substrates include guanidinium and metformin metabolites such as guanylurea (Lucero et al. 2023).",{'secretion'},,,,"{'8693': 'quaternary ammonium ion', '30087': 'guanidinium', '6801': 'metformin'}","{'8693': set(), '30087': {'M02035'}, '6801': {'M02467'}}",R_2_A_7_1_1,"{'8693': set(), '30087': set(), '6801': set()}"
3775,2.A.7.1.2,Bacteria,Actinomycetota,"Small multidrug efflux pump (substrates: isoniazid, tetraphenylphosphonium (TPP), erythromycin, ethidium bromide, acriflavine, safranin O and pyronin Y) (Rodrigues et al","Small multidrug efflux pump (substrates: isoniazid, tetraphenylphosphonium (TPP), erythromycin, ethidium bromide, acriflavine, safranin O and pyronin Y) (Rodrigues et al. 2013).",{'secretion'},,,,"{'33601': 'safranin O', '383703': '3,6-diamino-10-methylacridinium chloride', '8682': 'pyronin Y', '4883': 'ethidium bromide', '9532': 'thiamine(1+) diphosphate', '6030': 'isoniazide', '4841': 'erythromycin A'}","{'33601': set(), '383703': set(), '8682': set(), '4883': set(), '9532': {'thmpp'}, '6030': set(), '4841': set()}",R_2_A_7_1_2,"{'33601': set(), '383703': set(), '8682': set(), '4883': set(), '9532': set(), '6030': set(), '4841': set()}"
3776,2.A.7.1.3,Bacteria,Pseudomonadota,"Small cationic multidrug efflux pump (substrates: cationic lipophilic drugs), EmrE","Small cationic multidrug efflux pump (substrates: cationic lipophilic drugs), EmrE. This pump confers resistance to a wide range of disinfectants and dyes known as quaternary cation compounds (QCCs). The 3-D structure of the dimeric EmrE shows opposite orientation of the two subunits in the membrane (Chen et al., 2007), and this conclusion has been confirmed (Fleishman et al. 2006; Lehner et al. 2008; Lloris-Garcerá et al. 2013). There may be a single intermediate state in which the substrate is occluded and immobile (Basting et al., 2008).  Direct interaction between substrates (tetraphenylphosphonium, TPP+ and MTP+) and Glu14 in TMS1 has been demonstrated using solid state NMR (Ong et al. 2013).  A Gly90X6Gly97 motif is important for dimer formation (Elbaz et al., 2008).  Two models may account for the opposite (inverted) orientations of the two identical subunits. A post-translational model posits that topology remains malleable after synthesis and becomes fixed once the dimer forms. A second, co-translational model, posits that the protein inserts in both topologies in equal proportions (Woodall et al. 2015).  Protonation of E14 leads to rotation and tilt of transmembrane helices 1-3 in conjunction with repacking of loops, conformational changes that alter the coordination of the bound substrate and modulate its access to the binding site from the lipid bilayer. The transport model that emerges posits a proton-bound, but occluded, resting state. Substrate binding from the inner leaflet of the bilayer releases the protons and triggers alternating access between inward- and outward-facing conformations of the substrate-loaded transporter, thus enabling antiport without dissipation of the proton gradient (Dastvan et al. 2016). TMS4 is the known dimerization domain of EmrE (Julius et al. 2017). Few conserved residues are essential for drug polyselectivity. Aromatic QCC selection involves a greater portion of conserved residues compared to other QCCs (Saleh et al. 2018).     The topologies of helical membrane proteins are generally defined during insertion of the transmembrane
helices, yet topology can change after insertion. In EmrE, topology flipping occurs so that the populations in both orientations equalize. Woodall et al. 2017 demonstrated that when EmrE is forced to insert in a distorted topology, topology
flipping of the first TMS can occur, and
topological malleability also extends to the C-terminal helix; even complete
inversion of the entire EmrE protein can occur after the full protein is translated and inserted.
Thus, topological rearrangements appear to be possible during biogenesis. Subtle but significant differences in the sizes of EmrE with different QCC ligands bound has been reported (Qazi and Turner 2018). The two Glu14 residues in the dimer have independent pKa values and are not electrostatically coupled (Li et al. 2021). High level cell-free expression and specific labeling of EmrE has been achieved (Klammt et al. 2004). Cotranslational folding and assembly of the dimeric E. coli EmrE has been documented (Mermans et al. 2022). Harmane binding can uncoupled proton flux through EmrE. In E. coli, EmrE-mediated dissipation of the transmembrane pH gradient provides the mechanism underlying the in vivo phenotype of harmane susceptibility (Spreacker et al. 2022).",{'secretion'},,,,{},{},R_2_A_7_1_3,{}
3777,2.A.7.1.4,Bacteria,Pseudomonadota,"Quaternary ammonium compound (cetylpyridinium, cetyldimethyl ethylammonium, hexadecyltrimethyl ammonium) efflux pump, SugE, of 105 aas and 4 TMSs","Quaternary ammonium compound (cetylpyridinium, cetyldimethyl ethylammonium, hexadecyltrimethyl ammonium) efflux pump, SugE, of 105 aas and 4 TMSs.  High level cell-free expression and specific labeling of EmrE has been achieved (Klammt et al. 2004).",{'secretion'},,,,"{'32915': 'cetylpyridinium chloride', '39561': 'cetyltrimethylammonium ion'}","{'32915': set(), '39561': set()}",R_2_A_7_1_4,"{'32915': set(), '39561': set()}"
3778,2.A.7.1.5,Bacteria,Bacillota,"The heterooligomeric drug resistance efflux pump, YkkCD (substrates: ethidium bromide, proflavin, tetraphenylarsonium  chloride, crystal violet, pyronin Y, methylviologen, cetylperdinium chloride, streptomycin, tetracycline, chloramphenicol, phosphonomycin)","The heterooligomeric drug resistance efflux pump, YkkCD (substrates: ethidium bromide, proflavin, tetraphenylarsonium  chloride, crystal violet, pyronin Y, methylviologen, cetylperdinium chloride, streptomycin, tetracycline, chloramphenicol, phosphonomycin)",{'secretion'},,,,"{'3933': 'crystal violet', '8682': 'pyronin Y', '4883': 'ethidium bromide', '8159': 'fosfomycin', '3603': 'chloramphenicol', '9474': 'tetracycline', '45745': 'streptomycin', '45272': '3,6-diaminoacridine'}","{'3933': set(), '8682': set(), '4883': set(), '8159': set(), '3603': {'cm'}, '9474': {'ttrcyc'}, '45745': {'Stmyn'}, '45272': set()}",R_2_A_7_1_5,"{'3933': set(), '8682': set(), '4883': set(), '8159': set(), '3603': set(), '9474': set(), '45745': set(), '45272': set()}"
3779,2.A.7.1.6,Bacteria,Bacillota,"The heterooligomeric drug resistance efflux pump, EbrAB (substrates: ethidium bromide, acriflavin, pyronin Y, and safranin O) (Zhang et al., 2007).","The heterooligomeric drug resistance efflux pump, EbrAB (substrates: ethidium bromide, acriflavin, pyronin Y, and safranin O) (Zhang et al., 2007).",{'secretion'},,,,"{'33601': 'safranin O', '383703': '3,6-diamino-10-methylacridinium chloride', '8682': 'pyronin Y', '4883': 'ethidium bromide'}","{'33601': set(), '383703': set(), '8682': set(), '4883': set()}",R_2_A_7_1_6,"{'33601': set(), '383703': set(), '8682': set(), '4883': set()}"
3780,2.A.7.1.8,Bacteria,Actinomycetota,"The putative heterodimeric SMR efflux pump, NepAB, encoded in a nicotine degradation plasmid, pAO1 (Baitsch et al., 2001; Brandsch, 2006); [probably exports methylamine; may also export excess nicotine, methylamine and/or the intermediate of nicotine catabolism, N-methyl-aminobutyrate] (Ganas et al","The putative heterodimeric SMR efflux pump, NepAB, encoded in a nicotine degradation plasmid, pAO1 (Baitsch et al., 2001; Brandsch, 2006); [probably exports methylamine; may also export excess nicotine, methylamine and/or the intermediate of nicotine catabolism, N-methyl-aminobutyrate] (Ganas et al. 2007). Uptake (Km=6μM) occurs by facilitated diffusion (Ganas and Brandsch, 2009).",{'secretion'},,,,"{'6864': 'methylamine', '7562': '(S)-nicotine'}","{'6864': {'mma'}, '7562': set()}",R_2_A_7_1_8,"{'6864': set(), '7562': set()}"
3781,2.A.7.1.9,Bacteria,Pseudomonadota,"The spermidine exporter, MdtIJ (MdtIJ = YdgEF) (Higashi et al., 2008)","The spermidine exporter, MdtIJ (MdtIJ = YdgEF) (Higashi et al., 2008).  Catalyzes the export of spermidine and putrescine, and confers resistance to deoxycholate and SDS (Nishino and Yamaguchi 2001). It can be induced by these polyamines and bile salts. Details of the induction mechanism are known (Leuzzi et al. 2015).",{'secretion'},,,,"{'8984': 'sodium dodecyl sulfate', '23614': 'deoxycholate', '9218': 'spermidine'}","{'8984': set(), '23614': {'dchac'}, '9218': {'spmd'}}",R_2_A_7_1_9,"{'8984': set(), '23614': set(), '9218': set()}"
3782,2.A.7.1.10,Bacteria,Pseudomonadota,"SugE Supressor of GroEL/ES (He et al., 2011)","SugE Supressor of GroEL/ES (He et al., 2011). Confers resistance to cetyltrimethylammonium bromide, cetylpyridinium chloride, tetraphenylphosphonium, benzalkonium chloride, ethidium bromide, and sodium dodecyl sulfate.",{'uptake'},,,,"{'3020': 'benzalkonium chloride', '32915': 'cetylpyridinium chloride', '4883': 'ethidium bromide', '3567': 'cetyltrimethylammonium bromide', '8984': 'sodium dodecyl sulfate', '9532': 'thiamine(1+) diphosphate'}","{'3020': set(), '32915': set(), '4883': set(), '3567': set(), '8984': set(), '9532': {'thmpp'}}",R_2_A_7_1_10,"{'3020': set(), '32915': set(), '4883': set(), '3567': set(), '8984': set(), '9532': set()}"
3783,2.A.7.1.11,Bacteria,Pseudomonadota,"Small MDR pump, AbeS (53% identical to EmrE of E","Small MDR pump, AbeS (53% identical to EmrE of E. coli; TC# 2.A.7.1.3). Exports chloramphenicol, ciprofloxacin, erythromycin, novobiocin, acridine orange, acriflavine, benzalkonium chloride, DAPI, deoxycholate, ethidium bromide, sodium dodecyl sulfate (SDS), tetraphenylphosphonium and others (Srinivasan et al., 2009; Lytvynenko et al. 2015).  Purified AbeS binds
tetraphenylphosphonium with nanomolar affinity and exhibits electrogenic transport of
1-methyl-4-phenylpyridinium after reconstitution into liposomes (Lytvynenko et al. 2016).",{'uptake'},,,,"{'3020': 'benzalkonium chloride', '383703': '3,6-diamino-10-methylacridinium chloride', '4883': 'ethidium bromide', '8984': 'sodium dodecyl sulfate', '23614': 'deoxycholate', '9532': 'thiamine(1+) diphosphate', '87346': 'acridine orange free base', '3603': 'chloramphenicol', '7644': 'novobiocin', '7565': 'nifedipine', '4841': 'erythromycin A'}","{'3020': set(), '383703': set(), '4883': set(), '8984': set(), '23614': {'dchac'}, '9532': {'thmpp'}, '87346': set(), '3603': {'cm'}, '7644': {'novbcn'}, '7565': {'nifedipine', 'nfd'}, '4841': set()}",R_2_A_7_1_11,"{'3020': set(), '383703': set(), '4883': set(), '8984': set(), '23614': set(), '9532': set(), '87346': set(), '3603': set(), '7644': set(), '7565': set(), '4841': set()}"
3784,2.A.7.1.12,Bacteria,Pseudomonadota,Small multidrug resistance (SMR) protein of 118 aas and 4 TMSs,Small multidrug resistance (SMR) protein of 118 aas and 4 TMSs,{'secretion'},,,,{'23888': 'drug'},{'23888': set()},R_2_A_7_1_12,{'23888': set()}
3785,2.A.7.1.13,Bacteria,Pseudomonadota,Uncharacterized small multidrug resistance protein of 118 aas and 4 TMSs,Uncharacterized small multidrug resistance protein of 118 aas and 4 TMSs,{'secretion'},,,,{'23888': 'drug'},{'23888': set()},R_2_A_7_1_13,{'23888': set()}
3786,2.A.7.1.14,Bacteria,Myxococcota,Uncharacterized protein of 123 aas and 4 TMSs,Uncharacterized protein of 123 aas and 4 TMSs,{'uptake'},,,,{},{},R_2_A_7_1_14,{}
3787,2.A.7.1.15,Bacteria,Actinomycetota,SMR family protein of 116 aas and 4 TMSs,SMR family protein of 116 aas and 4 TMSs,{'uptake'},,,,{'23888': 'drug'},{'23888': set()},R_2_A_7_1_15,{'23888': set()}
3788,2.A.7.1.16,Bacteria,Candidatus Wolfebacteria,Small multidrug resistance (SMR) family member of 116 aas and 4 TMSs.,Small multidrug resistance (SMR) family member of 116 aas and 4 TMSs.,{'secretion'},,,,{},{},R_2_A_7_1_16,{}
3789,2.A.7.1.18,Bacteria,Bacillota,Putative QacE family quaternary ammonium compound efflux (SMR-type) transporter of 108 aas and 4 TMSs.,Putative QacE family quaternary ammonium compound efflux (SMR-type) transporter of 108 aas and 4 TMSs.,{'secretion'},,,,{},{},R_2_A_7_1_18,{}
3790,2.A.7.2.1,Bacteria,Pseudomonadota,Hypothethical protein,Hypothethical protein,{'uptake'},,,,{},{},R_2_A_7_2_1,{}
3791,2.A.7.2.6,Bacteria,Pseudomonadota,Uncharacterized protein of 142 aas and 5 TMSs,Uncharacterized protein of 142 aas and 5 TMSs,{'uptake'},,,,{},{},R_2_A_7_2_6,{}
3792,2.A.7.3.1,Bacteria,Thermodesulfobacteriota,"Putative acetate efflux pump, MadN (Berg et al","Putative acetate efflux pump, MadN (Berg et al. 1997).",{'secretion'},,,,{'13704': 'acetate'},{'13704': {'ac'}},R_2_A_7_3_1,{'13704': set()}
3793,2.A.7.3.2,Bacteria,Pseudomonadota,"YdeD (EamA) efflux pump for O-acetylserine, cysteine, asparagine and glutamine (Dassler et al., 2000; Franke et al","YdeD (EamA) efflux pump for O-acetylserine, cysteine, asparagine and glutamine (Dassler et al., 2000; Franke et al. 2003)",{'secretion'},,,,"{'4050': 'cysteine', '22653': 'asparagine', '5432': 'glutamine'}","{'4050': {'cys__D', 'cys__L'}, '22653': {'asn__L'}, '5432': {'gln__L'}}",R_2_A_7_3_2,"{'4050': set(), '22653': set(), '5432': set()}"
3794,2.A.7.3.3,Bacteria,Pseudomonadota,PecM of 297 aas and 9 or 10 TMSs,PecM of 297 aas and 9 or 10 TMSs. Probable blue pigment  (indigoidine) exporter (Rouanet and Nasser 2001).,{'uptake'},,,,{'79296': 'indigoidine'},{'79296': set()},R_2_A_7_3_3,{'79296': set()}
3795,2.A.7.3.4,Bacteria,Bacillota,YwfM,YwfM,{'uptake'},,,,{},{},R_2_A_7_3_4,{}
3796,2.A.7.3.6,Bacteria,Pseudomonadota,"RhtA (YbiF) Threonine/Homoserine Exporter (may export other amino acids including proline, serine, cysteine, histidine and several amino acid analogues, based on resistance phenotypes (Livshits et al., 2003))","RhtA (YbiF) Threonine/Homoserine Exporter (may export other amino acids including proline, serine, cysteine, histidine and several amino acid analogues, based on resistance phenotypes (Livshits et al., 2003))",{'secretion'},,,,"{'30653': 'homoserine', '16857': 'L-threonine'}","{'30653': {'hom__L'}, '16857': {'thr__L'}}",R_2_A_7_3_6,"{'30653': set(), '16857': set()}"
3797,2.A.7.3.7,Bacteria,Pseudomonadota,"The S-adenosylmethionine uptake transporter, Sam (Tucker et al., 2003) (may function by an exchange mechanism (i.e., S-adenosyl-   methionine/S-adenosylhomocysteine exchange))","The S-adenosylmethionine uptake transporter, Sam (Tucker et al., 2003) (may function by an exchange mechanism (i.e., S-adenosyl-   methionine/S-adenosylhomocysteine exchange))",{'uptake'},,,,"{'8945': 'S-adenosyl-L-homocysteine', '8946': 'S-adenosyl-L-methionine'}","{'8945': {'ahcys'}, '8946': {'amet'}}",R_2_A_7_3_7,"{'8945': set(), '8946': set()}"
3798,2.A.7.3.8,Bacteria,Pseudomonadota,10 TMS DMT superfamily member of unknown function,10 TMS DMT superfamily member of unknown function. In an operon with glucan biosynthesis protein C and the AgnG (2.A.66.5.1) exporter. Regulated by RpiR (ribose regulator).,{'uptake'},,,,{},{},R_2_A_7_3_8,{}
3799,2.A.7.3.9,Bacteria,Pseudomonadota,10 TMS DMT superfamily member of unknown function.,10 TMS DMT superfamily member of unknown function.,{'uptake'},,,,{},{},R_2_A_7_3_9,{}
3800,2.A.7.3.10,Bacteria,Actinomycetota,DUF6 domain protein of unknown function,DUF6 domain protein of unknown function,{'uptake'},,,,{},{},R_2_A_7_3_10,{}
3801,2.A.7.3.11,Bacteria,Actinomycetota,"Putative porter, SACE_6693, of unknown function","Putative porter, SACE_6693, of unknown function",{'uptake'},,,,{},{},R_2_A_7_3_11,{}
3802,2.A.7.3.12,Bacteria,Pseudomonadota,"10 TMS YicL protein of 307aas; function unknown, but may export δ-levulinate or protoporphyrin IX (Kanjo et al., 2001).","10 TMS YicL protein of 307aas; function unknown, but may export δ-levulinate or protoporphyrin IX (Kanjo et al., 2001).",{'secretion'},,,,{'39150': '4-oxopentanoate'},{'39150': {'4oxptn'}},R_2_A_7_3_12,{'39150': set()}
3803,2.A.7.3.13,Bacteria,Pseudomonadota,Putative Drug/Metabolite Exporter,Putative Drug/Metabolite Exporter,{'secretion'},,,,{},{},R_2_A_7_3_13,{}
3804,2.A.7.3.14,Bacteria,Pseudomonadota,Putative Drug/Metabolite Exporter,Putative Drug/Metabolite Exporter,{'secretion'},,,,{},{},R_2_A_7_3_14,{}
3805,2.A.7.3.15,Bacteria,Pseudomonadota,Putative DUF6 protein,Putative DUF6 protein,{'uptake'},,,,{},{},R_2_A_7_3_15,{}
3806,2.A.7.3.16,Bacteria,Chlamydiota,DMT Superfamily member,DMT Superfamily member,{'uptake'},,,,{},{},R_2_A_7_3_16,{}
3807,2.A.7.3.17,Bacteria,Chlamydiota,Putative transporter of 10 TMSs (TMSs 5-10 are possibly homologous to TMSs 1-6 out of 6 TMSs in LanG (9.A.29.1.1)),Putative transporter of 10 TMSs (TMSs 5-10 are possibly homologous to TMSs 1-6 out of 6 TMSs in LanG (9.A.29.1.1)). LanG shows limited sequence similarity to ABC porters as well.,{'uptake'},,,,{},{},R_2_A_7_3_17,{}
3808,2.A.7.3.18,Bacteria,Pseudomonadota,"DUF6 homologue, YhbE of 412 aas and 10 TMSs","DUF6 homologue, YhbE of 412 aas and 10 TMSs.  Encoded by a gene that precedes the Obg GTPase involved in cell division and cell cycle control (Verstraeten et al. 2015). obg is expressed from an operon encoding two ribosomal proteins.  The operon's expression varies with growth phase and is 
dependent on the transcriptional regulators, ppGpp and DksA (Maouche et al. 2016).",{'uptake'},,,,{},{},R_2_A_7_3_18,{}
3809,2.A.7.3.19,Bacteria,Pseudomonadota,"Possible L-alanine exporter, YtfF (Hori et al., 2011).","Possible L-alanine exporter, YtfF (Hori et al., 2011).",{'secretion'},,,,{'6171': 'L-alanine'},{'6171': {'ala__L'}},R_2_A_7_3_19,{'6171': set()}
3810,2.A.7.3.20,Bacteria,Chlamydiota,S-adenosylmethionine/S-adenosylhomocysteine transporter (SAM/SAH transporter) (SAMHT; CTL843),"S-adenosylmethionine/S-adenosylhomocysteine transporter (SAM/SAH transporter) (SAMHT; CTL843).  May function in SAM uptake and SAH export, perhaps by an SAM/SAH antiport mechanism (Binet et al. 2011).",{'uptake'},,,,"{'8945': 'S-adenosyl-L-homocysteine', '8946': 'S-adenosyl-L-methionine'}","{'8945': {'ahcys'}, '8946': {'amet'}}",R_2_A_7_3_20,"{'8945': set(), '8946': set()}"
3811,2.A.7.3.21,Bacteria,Spirochaetota,Putative permease of 295 aas and 10 TMSs,Putative permease of 295 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_21,{}
